               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.051867,            0.028029,            0.017236,                   0,                   0,                   0,                   0,                   0,           0.0041839,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.057023,            0.023959,            0.025905,                   0,                   0,                   0,                   0,                   0,           0.0035113,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.060285,            0.027202,            0.019778,                   0,                   0,                   0,                   0,                   0,           0.0035113,                   0,             0.00604,             0.00604,             0.00604
                  42,              0.0568,            0.029528,             0.02215,                   0,                   0,                   0,                   0,                   0,           0.0034348,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.053557,            0.027081,            0.022698,                   0,                   0,                   0,                   0,                   0,           0.0034755,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.054385,            0.023072,            0.016884,                   0,                   0,                   0,                   0,                   0,           0.0034755,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.057696,            0.027611,             0.01928,                   0,                   0,                   0,                   0,                   0,           0.0033517,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.050406,            0.026533,            0.023716,                   0,                   0,                   0,                   0,                   0,           0.0037882,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.047041,            0.022712,             0.01706,                   0,                   0,                   0,                   0,                   0,           0.0037882,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.054881,            0.026434,            0.022188,                   0,                   0,                   0,                   0,                   0,           0.0037898,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.052947,            0.025928,            0.022334,                   0,                   0,                   0,                   0,                   0,           0.0037898,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.050308,            0.024504,             0.02433,                   0,                   0,                   0,                   0,                   0,           0.0038256,                   0,            0.005149,            0.005149,            0.005149
                  51,             0.05439,            0.030437,            0.026732,                   0,                   0,                   0,                   0,                   0,           0.0038305,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.055638,            0.025062,             0.01902,                   0,                   0,                   0,                   0,                   0,           0.0038305,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.050813,            0.023112,            0.019614,                   0,                   0,                   0,                   0,                   0,           0.0035702,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.048445,            0.023573,             0.01586,                   0,                   0,                   0,                   0,                   0,           0.0032681,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.053929,            0.030704,            0.015956,                   0,                   0,                   0,                   0,                   0,           0.0032681,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.049806,            0.023683,            0.017578,                   0,                   0,                   0,                   0,                   0,            0.003219,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.053899,            0.025427,            0.020105,                   0,                   0,                   0,                   0,                   0,            0.003219,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.051572,             0.02532,            0.024055,                   0,                   0,                   0,                   0,                   0,           0.0032843,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.044552,            0.024267,            0.018136,                   0,                   0,                   0,                   0,                   0,           0.0034555,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.050858,            0.025619,            0.025274,                   0,                   0,                   0,                   0,                   0,           0.0034555,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.039789,            0.020933,             0.01633,                   0,                   0,                   0,                   0,                   0,           0.0036816,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.045038,            0.026019,            0.023711,                   0,                   0,                   0,                   0,                   0,           0.0038845,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.046855,            0.026283,            0.018063,                   0,                   0,                   0,                   0,                   0,           0.0038845,                   0,            0.003862,            0.003862,            0.003862
                  64,             0.04445,            0.020916,            0.017542,                   0,                   0,                   0,                   0,                   0,           0.0041403,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.043019,            0.026492,            0.014747,                   0,                   0,                   0,                   0,                   0,           0.0041403,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.055555,            0.025543,            0.020878,                   0,                   0,                   0,                   0,                   0,           0.0042324,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.041412,            0.026741,            0.016652,                   0,                   0,                   0,                   0,                   0,           0.0042538,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.049115,            0.028964,            0.019249,                   0,                   0,                   0,                   0,                   0,           0.0042538,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.042224,            0.025245,            0.019888,                   0,                   0,                   0,                   0,                   0,           0.0042388,                   0,            0.003268,            0.003268,            0.003268
                  70,             0.03795,            0.023499,            0.015987,                   0,                   0,                   0,                   0,                   0,           0.0041524,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.043985,            0.022222,            0.017655,                   0,                   0,                   0,                   0,                   0,           0.0041524,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.034723,            0.021053,            0.015942,                   0,                   0,                   0,                   0,                   0,           0.0039098,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.035953,            0.022626,            0.014948,                   0,                   0,                   0,                   0,                   0,           0.0039098,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.031809,            0.020854,            0.016037,                   0,                   0,                   0,                   0,                   0,           0.0038822,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.047376,            0.023422,            0.016052,                   0,                   0,                   0,                   0,                   0,           0.0039719,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.037469,            0.024748,            0.016088,                   0,                   0,                   0,                   0,                   0,           0.0039719,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.040433,            0.027261,            0.017997,                   0,                   0,                   0,                   0,                   0,           0.0040395,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.034184,            0.024624,            0.015098,                   0,                   0,                   0,                   0,                   0,           0.0040182,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.036618,            0.023598,            0.020192,                   0,                   0,                   0,                   0,                   0,           0.0040182,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.044847,            0.026686,            0.015093,                   0,                   0,                   0,                   0,                   0,           0.0040621,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.044816,            0.024931,            0.017804,                   0,                   0,                   0,                   0,                   0,           0.0040621,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.036048,            0.021472,            0.018671,                   0,                   0,                   0,                   0,                   0,           0.0040139,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.034045,             0.02451,            0.017139,                   0,                   0,                   0,                   0,                   0,           0.0039802,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.031911,            0.020064,            0.014464,                   0,                   0,                   0,                   0,                   0,           0.0039802,                   0,            0.001783,            0.001783,            0.001783
                  85,              0.0394,            0.022449,             0.01665,                   0,                   0,                   0,                   0,                   0,           0.0040188,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.031034,            0.023591,            0.024466,                   0,                   0,                   0,                   0,                   0,            0.004109,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.038681,            0.025755,            0.019135,                   0,                   0,                   0,                   0,                   0,            0.004109,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.040328,            0.022853,             0.01729,                   0,                   0,                   0,                   0,                   0,           0.0040942,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.038092,            0.024053,            0.016757,                   0,                   0,                   0,                   0,                   0,           0.0040942,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.042194,            0.027998,            0.019006,                   0,                   0,                   0,                   0,                   0,           0.0040917,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.032953,            0.022978,            0.015262,                   0,                   0,                   0,                   0,                   0,            0.004016,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.033703,            0.026117,            0.014722,                   0,                   0,                   0,                   0,                   0,            0.004016,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.038093,             0.02592,            0.022497,                   0,                   0,                   0,                   0,                   0,           0.0039763,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.043193,            0.027981,            0.020409,                   0,                   0,                   0,                   0,                   0,           0.0039873,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.028064,            0.019525,             0.01481,                   0,                   0,                   0,                   0,                   0,           0.0039873,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.033922,            0.025026,            0.016083,                   0,                   0,                   0,                   0,                   0,           0.0039977,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.033051,             0.02081,            0.017009,                   0,                   0,                   0,                   0,                   0,           0.0039977,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.034219,            0.027195,            0.014051,                   0,                   0,                   0,                   0,                   0,           0.0040203,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.034348,            0.020785,            0.016574,                   0,                   0,                   0,                   0,                   0,           0.0040285,                   0,            0.000298,            0.000298,            0.000298
