               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 182,            0.029245,            0.017246,           0.0029651,                   0,                   0,                   0,                   0,                   0,           0.0049048,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.031611,             0.01812,           0.0073768,                   0,                   0,                   0,                   0,                   0,           0.0047763,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.033494,            0.020175,            0.010377,                   0,                   0,                   0,                   0,                   0,           0.0047763,                   0,            0.003961,            0.003961,            0.003961
                 185,             0.03547,            0.016652,           0.0041657,                   0,                   0,                   0,                   0,                   0,           0.0046276,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.025869,            0.016695,            0.004314,                   0,                   0,                   0,                   0,                   0,           0.0046523,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.026996,            0.017601,           0.0045242,                   0,                   0,                   0,                   0,                   0,           0.0045567,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.033338,            0.021271,           0.0037644,                   0,                   0,                   0,                   0,                   0,           0.0045567,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.028919,            0.019219,           0.0060024,                   0,                   0,                   0,                   0,                   0,            0.004432,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.030958,            0.020259,           0.0065565,                   0,                   0,                   0,                   0,                   0,           0.0043434,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.035153,            0.019786,            0.004322,                   0,                   0,                   0,                   0,                   0,           0.0043086,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.02527,             0.01787,           0.0027405,                   0,                   0,                   0,                   0,                   0,           0.0043086,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.024407,            0.018488,           0.0053793,                   0,                   0,                   0,                   0,                   0,           0.0042619,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.02904,            0.020896,           0.0059203,                   0,                   0,                   0,                   0,                   0,           0.0042455,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.029556,            0.017156,           0.0034694,                   0,                   0,                   0,                   0,                   0,            0.004119,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.039932,            0.016758,           0.0076118,                   0,                   0,                   0,                   0,                   0,            0.004119,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.024222,            0.016214,           0.0051217,                   0,                   0,                   0,                   0,                   0,           0.0040317,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.034558,            0.018803,            0.013771,                   0,                   0,                   0,                   0,                   0,           0.0040278,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.031352,             0.01867,           0.0038602,                   0,                   0,                   0,                   0,                   0,           0.0039585,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.026917,            0.018987,           0.0021756,                   0,                   0,                   0,                   0,                   0,           0.0039585,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.032182,             0.01948,           0.0046848,                   0,                   0,                   0,                   0,                   0,           0.0038999,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.031475,            0.018942,           0.0049688,                   0,                   0,                   0,                   0,                   0,           0.0038422,                   0,            0.003367,            0.003367,            0.003367
                 203,             0.02615,            0.016913,           0.0027979,                   0,                   0,                   0,                   0,                   0,           0.0037859,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.031135,            0.019373,           0.0035576,                   0,                   0,                   0,                   0,                   0,           0.0037859,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.028672,            0.017411,           0.0060177,                   0,                   0,                   0,                   0,                   0,           0.0037763,                   0,            0.003268,            0.003268,            0.003268
                 206,             0.02764,            0.019229,           0.0042621,                   0,                   0,                   0,                   0,                   0,           0.0037928,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.033207,            0.019596,           0.0035149,                   0,                   0,                   0,                   0,                   0,           0.0038535,                   0,            0.003202,            0.003202,            0.003202
                 208,             0.03589,            0.016451,           0.0044249,                   0,                   0,                   0,                   0,                   0,           0.0038535,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.024995,            0.015739,           0.0067763,                   0,                   0,                   0,                   0,                   0,           0.0039191,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.029513,            0.018379,           0.0070665,                   0,                   0,                   0,                   0,                   0,            0.004024,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.023621,            0.013976,           0.0029522,                   0,                   0,                   0,                   0,                   0,           0.0040362,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.034811,            0.018118,           0.0040511,                   0,                   0,                   0,                   0,                   0,           0.0040362,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.026025,            0.015794,           0.0066084,                   0,                   0,                   0,                   0,                   0,           0.0039871,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.028056,            0.014223,           0.0039812,                   0,                   0,                   0,                   0,                   0,           0.0039256,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.020891,            0.013697,           0.0023258,                   0,                   0,                   0,                   0,                   0,            0.003943,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.029406,            0.014613,           0.0033987,                   0,                   0,                   0,                   0,                   0,            0.003943,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.029913,            0.013271,           0.0034204,                   0,                   0,                   0,                   0,                   0,           0.0039302,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.030925,            0.023619,           0.0040668,                   0,                   0,                   0,                   0,                   0,           0.0039486,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.027862,            0.021494,           0.0039332,                   0,                   0,                   0,                   0,                   0,           0.0039419,                   0,            0.002806,            0.002806,            0.002806
                 220,             0.03065,            0.019672,           0.0031763,                   0,                   0,                   0,                   0,                   0,           0.0039419,                   0,            0.002773,            0.002773,            0.002773
                 221,             0.02005,            0.017134,           0.0029008,                   0,                   0,                   0,                   0,                   0,           0.0039306,                   0,             0.00274,             0.00274,             0.00274
                 222,             0.03422,            0.017479,           0.0038817,                   0,                   0,                   0,                   0,                   0,           0.0039833,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.027954,            0.021295,           0.0029039,                   0,                   0,                   0,                   0,                   0,           0.0039655,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.027164,            0.019012,           0.0035744,                   0,                   0,                   0,                   0,                   0,           0.0039655,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.020984,             0.01631,           0.0024902,                   0,                   0,                   0,                   0,                   0,           0.0039439,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.030755,            0.018686,           0.0039081,                   0,                   0,                   0,                   0,                   0,           0.0039579,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.031281,            0.021601,           0.0050522,                   0,                   0,                   0,                   0,                   0,           0.0040357,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.027228,            0.017851,           0.0025655,                   0,                   0,                   0,                   0,                   0,           0.0040357,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.027103,            0.016527,           0.0028199,                   0,                   0,                   0,                   0,                   0,           0.0041003,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.020718,            0.012894,           0.0033308,                   0,                   0,                   0,                   0,                   0,           0.0041418,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.022139,            0.017717,           0.0036576,                   0,                   0,                   0,                   0,                   0,           0.0041704,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.030045,            0.015796,            0.013425,                   0,                   0,                   0,                   0,                   0,           0.0041704,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.025303,            0.016487,           0.0025061,                   0,                   0,                   0,                   0,                   0,           0.0042121,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.034327,            0.020309,           0.0032033,                   0,                   0,                   0,                   0,                   0,           0.0042119,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.023019,            0.016197,           0.0049008,                   0,                   0,                   0,                   0,                   0,           0.0041729,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.024702,            0.017221,           0.0027092,                   0,                   0,                   0,                   0,                   0,           0.0041729,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.023176,            0.017107,           0.0031391,                   0,                   0,                   0,                   0,                   0,           0.0041894,                   0,            0.002212,            0.002212,            0.002212
                 238,             0.02885,            0.018313,           0.0034428,                   0,                   0,                   0,                   0,                   0,           0.0042456,                   0,            0.002179,            0.002179,            0.002179
                 239,             0.02145,            0.011909,           0.0032809,                   0,                   0,                   0,                   0,                   0,           0.0043444,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.023101,            0.016128,           0.0038665,                   0,                   0,                   0,                   0,                   0,           0.0043444,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.028093,            0.016232,           0.0025483,                   0,                   0,                   0,                   0,                   0,           0.0044122,                   0,             0.00208,             0.00208,             0.00208
                 242,               0.026,            0.017182,           0.0036379,                   0,                   0,                   0,                   0,                   0,           0.0044183,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.024468,            0.014631,           0.0024804,                   0,                   0,                   0,                   0,                   0,           0.0044135,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.028091,            0.016524,            0.002985,                   0,                   0,                   0,                   0,                   0,           0.0044135,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.025454,            0.017959,           0.0023326,                   0,                   0,                   0,                   0,                   0,           0.0043817,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.025165,             0.01913,           0.0045634,                   0,                   0,                   0,                   0,                   0,           0.0043436,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.020576,             0.01459,           0.0024087,                   0,                   0,                   0,                   0,                   0,           0.0042832,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.024389,            0.013524,           0.0026219,                   0,                   0,                   0,                   0,                   0,           0.0042832,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.021124,            0.014973,            0.002135,                   0,                   0,                   0,                   0,                   0,           0.0042636,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.024633,            0.020293,           0.0020163,                   0,                   0,                   0,                   0,                   0,           0.0041952,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.020392,            0.015374,           0.0020381,                   0,                   0,                   0,                   0,                   0,           0.0041593,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.02153,            0.015064,             0.00216,                   0,                   0,                   0,                   0,                   0,           0.0041593,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.018575,            0.013882,           0.0014698,                   0,                   0,                   0,                   0,                   0,            0.004121,                   0,            0.001684,            0.001684,            0.001684
                 254,             0.03126,            0.016862,           0.0047566,                   0,                   0,                   0,                   0,                   0,           0.0041288,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.023562,            0.015341,           0.0026689,                   0,                   0,                   0,                   0,                   0,           0.0041042,                   0,            0.001618,            0.001618,            0.001618
                 256,             0.02491,            0.014934,           0.0053555,                   0,                   0,                   0,                   0,                   0,           0.0041042,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.028053,            0.017145,            0.002387,                   0,                   0,                   0,                   0,                   0,           0.0040997,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.030294,            0.015352,           0.0031371,                   0,                   0,                   0,                   0,                   0,           0.0041282,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.022472,            0.014713,           0.0052983,                   0,                   0,                   0,                   0,                   0,            0.004125,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.019411,            0.016939,           0.0011817,                   0,                   0,                   0,                   0,                   0,            0.004125,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.028875,            0.018727,           0.0041222,                   0,                   0,                   0,                   0,                   0,           0.0041668,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.024966,            0.016843,           0.0058678,                   0,                   0,                   0,                   0,                   0,           0.0041811,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.021251,            0.017149,           0.0033326,                   0,                   0,                   0,                   0,                   0,           0.0041884,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.018759,            0.014552,           0.0028677,                   0,                   0,                   0,                   0,                   0,           0.0041884,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.022472,            0.019066,           0.0018783,                   0,                   0,                   0,                   0,                   0,           0.0042141,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.022158,            0.012194,           0.0018426,                   0,                   0,                   0,                   0,                   0,           0.0042489,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.023529,            0.017882,           0.0021165,                   0,                   0,                   0,                   0,                   0,           0.0042949,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.022184,            0.016583,           0.0016583,                   0,                   0,                   0,                   0,                   0,           0.0042949,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.019505,            0.013637,           0.0028198,                   0,                   0,                   0,                   0,                   0,            0.004311,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.021656,            0.013028,           0.0019098,                   0,                   0,                   0,                   0,                   0,           0.0043459,                   0,            0.001123,            0.001123,            0.001123
                 271,             0.02502,            0.014458,           0.0018479,                   0,                   0,                   0,                   0,                   0,           0.0043927,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.021097,            0.013964,           0.0019036,                   0,                   0,                   0,                   0,                   0,           0.0043927,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.021856,            0.014946,            0.003175,                   0,                   0,                   0,                   0,                   0,           0.0044045,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.024314,            0.013039,            0.004378,                   0,                   0,                   0,                   0,                   0,           0.0044544,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.021292,            0.013201,           0.0044994,                   0,                   0,                   0,                   0,                   0,           0.0044708,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.019985,            0.018074,           0.0014397,                   0,                   0,                   0,                   0,                   0,           0.0044708,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.024603,            0.015725,           0.0036464,                   0,                   0,                   0,                   0,                   0,           0.0044798,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.020864,            0.015981,           0.0010655,                   0,                   0,                   0,                   0,                   0,           0.0044954,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.016032,            0.013312,           0.0017272,                   0,                   0,                   0,                   0,                   0,           0.0045188,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.020593,            0.014979,           0.0020145,                   0,                   0,                   0,                   0,                   0,           0.0045188,                   0,            0.000793,            0.000793,            0.000793
                 281,             0.02488,            0.017935,           0.0054515,                   0,                   0,                   0,                   0,                   0,           0.0045484,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.025602,             0.01478,           0.0025778,                   0,                   0,                   0,                   0,                   0,           0.0045714,                   0,            0.000727,            0.000727,            0.000727
                 283,             0.02239,            0.014979,           0.0025118,                   0,                   0,                   0,                   0,                   0,           0.0045822,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.019349,            0.013696,           0.0022096,                   0,                   0,                   0,                   0,                   0,           0.0045822,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.021662,            0.012664,            0.002129,                   0,                   0,                   0,                   0,                   0,              0.0046,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.017477,            0.011887,           0.0010065,                   0,                   0,                   0,                   0,                   0,           0.0045981,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.020347,            0.014706,           0.0021323,                   0,                   0,                   0,                   0,                   0,           0.0046019,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.024025,            0.013339,           0.0017258,                   0,                   0,                   0,                   0,                   0,           0.0046019,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.023452,            0.016749,           0.0014058,                   0,                   0,                   0,                   0,                   0,           0.0046119,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.022182,            0.014921,              0.0119,                   0,                   0,                   0,                   0,                   0,           0.0045855,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.028475,             0.01315,           0.0034451,                   0,                   0,                   0,                   0,                   0,           0.0045752,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.022109,            0.014934,           0.0030611,                   0,                   0,                   0,                   0,                   0,           0.0045752,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.022548,            0.017348,           0.0024517,                   0,                   0,                   0,                   0,                   0,           0.0045886,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.021515,            0.016963,           0.0025349,                   0,                   0,                   0,                   0,                   0,           0.0045727,                   0,            0.000331,            0.000331,            0.000331
                 295,             0.02324,            0.014353,           0.0061219,                   0,                   0,                   0,                   0,                   0,           0.0045538,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.023296,            0.013516,           0.0038596,                   0,                   0,                   0,                   0,                   0,           0.0045538,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.027502,            0.016515,           0.0021753,                   0,                   0,                   0,                   0,                   0,           0.0045674,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.025629,             0.01638,            0.002954,                   0,                   0,                   0,                   0,                   0,           0.0045756,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.020217,            0.017848,           0.0016217,                   0,                   0,                   0,                   0,                   0,           0.0045391,                   0,            0.000166,            0.000166,            0.000166
